ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
0,0.54,7,0,43,62,B4,Regular,1233,R31
0,0.03,7,15,45,50,B1,Regular,177,R93
0,0.24,5,2,43,50,B3,Diesel,478,R41
0,0.55,4,9,55,50,B2,Regular,161,R31
2,0.08,7,2,31,54,B12,Diesel,52,R72
0,0.17,4,12,44,50,B1,Regular,27,R24
0,0.12,6,3,31,90,B3,Diesel,4427,R11
0,0.31,4,3,51,71,B12,Regular,125,R91
0,0.07,5,15,51,118,B2,Diesel,13,R91
0,1.0,5,19,34,54,B1,Regular,282,R24
0,0.25,11,7,45,50,B12,Regular,4348,R72
0,0.12,4,1,36,100,B12,Regular,3963,R91
0,0.35,7,10,37,80,B12,Diesel,3465,R11
0,1.0,6,13,67,50,B1,Diesel,451,R52
0,1.0,5,10,35,50,B1,Regular,634,R53
1,0.62,15,5,57,50,B12,Regular,66,R93
0,0.08,5,3,39,66,B1,Regular,495,R91
0,1.0,6,4,46,50,B2,Diesel,56,R24
0,0.47,5,13,26,80,B6,Regular,2740,R22
0,0.24,9,19,71,50,B5,Diesel,1193,R24
0,0.45,6,5,29,95,B1,Diesel,1314,R24
0,0.58,6,16,50,50,B1,Regular,109,R24
0,0.04,7,2,40,50,B11,Diesel,157,R22
0,0.41,9,0,56,50,B12,Regular,161,R72
0,1.0,12,35,54,50,B13,Regular,1127,R24
0,0.24,6,1,53,50,B12,Diesel,41,R24
0,0.08,5,2,37,57,B2,Diesel,269,R91
0,0.14,6,10,38,76,B1,Diesel,277,R72
0,0.14,10,13,50,50,B2,Diesel,2252,R82
1,0.47,7,11,43,60,B11,Diesel,745,R82
0,1.0,5,1,48,59,B5,Regular,1287,R72
0,0.38,7,9,20,125,B1,Regular,21,R24
0,1.0,7,4,72,50,B2,Regular,64,R24
0,1.0,7,17,39,50,B1,Regular,57,R24
0,1.0,5,14,79,50,B1,Regular,713,R52
0,1.0,4,12,52,50,B2,Diesel,3744,R93
0,0.24,7,21,46,50,B2,Diesel,13,R24
0,0.38,10,15,24,72,B12,Diesel,109,R54
0,1.0,4,1,79,50,B1,Regular,1313,R24
0,0.28,7,1,42,54,B12,Diesel,3184,R11
0,0.7,7,13,77,50,B5,Regular,388,R93
0,0.54,7,11,26,80,B3,Regular,3430,R82
0,1.0,4,10,47,50,B1,Diesel,43,R24
0,0.24,10,14,27,68,B5,Diesel,94,R53
0,0.56,6,3,59,50,B1,Diesel,111,R24
0,1.0,7,6,28,54,B3,Regular,1054,R24
0,1.0,6,11,63,62,B1,Diesel,120,R82
0,0.27,5,1,39,50,B12,Diesel,1218,R91
0,0.8,10,2,34,64,B12,Regular,709,R93
0,0.49,9,2,29,55,B1,Diesel,298,R22
0,0.24,4,13,36,50,B1,Regular,3744,R93
0,1.0,8,15,24,76,B12,Regular,50,R24
0,1.0,6,11,57,50,B1,Regular,44,R24
0,1.0,6,11,51,50,B1,Diesel,20,R24
0,0.74,6,4,31,72,B3,Diesel,1466,R31
0,1.0,6,13,65,50,B5,Regular,376,R93
0,0.74,4,3,31,57,B12,Regular,156,R72
0,1.0,6,12,30,67,B1,Regular,27000,R11
0,0.59,7,12,46,50,B1,Regular,37,R24
0,0.24,6,7,44,50,B12,Regular,214,R24
0,0.05,11,0,56,50,B12,Diesel,98,R93
0,1.0,6,28,48,50,B4,Regular,405,R24
0,0.12,4,2,49,50,B12,Regular,83,R72
0,0.96,6,3,40,50,B12,Diesel,303,R11
0,0.24,7,12,30,83,B2,Regular,1440,R93
0,0.08,4,13,33,60,B3,Diesel,3859,R82
0,1.0,6,2,63,50,B1,Diesel,1943,R24
0,0.49,4,14,29,50,B2,Regular,27000,R11
0,0.5,4,1,30,60,B12,Regular,27000,R11
0,0.11,7,15,47,50,B3,Regular,8455,R82
0,0.71,7,11,38,68,B4,Diesel,1326,R93
0,0.05,11,0,31,50,B11,Diesel,167,R52
0,1.0,7,16,47,50,B5,Diesel,730,R93
0,1.0,5,15,49,50,B2,Regular,754,R24
0,0.96,6,4,41,50,B12,Diesel,303,R11
0,0.02,5,1,32,60,B3,Diesel,112,R93
0,0.63,6,7,35,51,B1,Diesel,1767,R31
0,0.72,11,4,66,50,B3,Regular,31,R52
0,0.11,7,13,27,72,B1,Regular,1064,R24
0,1.0,5,13,44,50,B2,Regular,81,R24
0,0.08,4,11,31,76,B1,Regular,3103,R82
0,0.09,7,12,41,69,B3,Regular,36,R54
0,0.42,8,9,60,50,B3,Diesel,3688,R82
0,0.12,7,2,44,50,B12,Diesel,3019,R73
0,0.08,4,0,52,50,B12,Diesel,3657,R82
0,0.15,9,3,64,50,B10,Diesel,29,R54
0,0.7,11,2,48,50,B12,Diesel,110,R24
0,1.0,4,18,51,50,B1,Diesel,252,R52
0,0.71,5,1,54,50,B12,Regular,4348,R72
0,1.0,8,19,48,50,B1,Diesel,4,R24
0,0.14,4,16,33,85,B1,Regular,5723,R82
0,0.43,7,1,38,80,B12,Regular,27000,R11
0,0.25,7,0,41,50,B12,Regular,3708,R26
0,0.38,10,3,54,50,B12,Regular,30,R93
0,0.00273224,5,3,59,50,B1,Diesel,10,R24
0,1.0,6,14,53,50,B1,Diesel,20,R24
0,0.95,5,3,59,50,B12,Regular,2019,R11
0,1.0,6,10,58,50,B2,Diesel,54,R53
0,1.0,6,12,50,50,B1,Diesel,27,R24
0,0.46,7,10,39,50,B5,Regular,857,R82
0,0.18,7,6,55,58,B3,Regular,44,R24
0,1.0,6,12,41,50,B2,Diesel,69,R82
0,0.37,6,10,54,50,B1,Diesel,949,R24
0,0.0082191780821917,5,12,55,50,B1,Regular,3744,R93
0,1.0,6,10,45,50,B6,Diesel,3240,R11
0,1.0,5,3,50,50,B4,Regular,41,R82
0,0.09,4,0,55,50,B12,Regular,118,R73
0,0.24,6,7,28,78,B2,Diesel,125,R53
0,0.99,6,11,34,51,B1,Diesel,29,R24
1,0.72,5,14,42,64,B1,Regular,146,R53
0,0.08,4,7,52,95,B5,Regular,269,R91
0,0.08,6,3,46,50,B3,Diesel,935,R91
0,1.0,10,16,41,50,B1,Diesel,12,R24
0,0.87,6,7,48,50,B5,Diesel,9,R24
0,0.99,10,1,30,64,B12,Diesel,27,R83
0,0.02,11,1,51,50,B11,Regular,405,R24
0,0.49,4,0,31,100,B12,Regular,4128,R52
0,0.08,6,11,28,100,B1,Diesel,269,R91
0,0.14,6,10,20,100,B1,Diesel,256,R82
0,0.13,5,12,36,85,B4,Diesel,50,R53
0,0.24,7,1,66,50,B1,Diesel,257,R82
0,0.08,5,15,51,50,B1,Regular,167,R54
0,0.41,12,2,35,51,B12,Diesel,174,R53
0,0.03,11,8,27,76,B1,Diesel,405,R24
0,0.18,6,15,37,60,B1,Regular,1955,R94
0,0.16,6,5,25,76,B6,Diesel,121,R41
0,1.0,6,20,52,50,B5,Regular,66,R82
0,0.21,6,0,27,100,B3,Diesel,1753,R82
0,0.99,4,6,58,50,B2,Regular,301,R73
0,1.0,4,1,38,67,B12,Regular,4,R82
1,0.04,5,16,43,50,B2,Diesel,43,R24
0,0.4,7,10,25,95,B12,Diesel,516,R82
0,0.73,11,19,25,112,B1,Diesel,134,R91
0,0.39,7,2,29,95,B12,Regular,3317,R93
0,0.67,5,13,33,85,B13,Diesel,54,R54
0,0.0054644808743169,7,6,53,50,B1,Diesel,388,R24
1,0.45,7,12,70,50,B1,Regular,1974,R54
0,0.24,6,7,37,67,B12,Regular,735,R31
0,0.16,6,14,32,68,B6,Regular,17,R26
0,1.0,4,13,48,50,B1,Regular,32,R24
0,1.0,5,11,39,72,B2,Diesel,172,R24
0,0.16,6,10,49,50,B12,Regular,1541,R91
0,0.49,4,10,52,50,B2,Regular,269,R91
0,0.75,5,1,37,50,B12,Regular,122,R82
0,0.0027322404371584,4,15,29,80,B1,Regular,40,R26
0,0.56,6,4,58,50,B2,Regular,570,R93
0,0.78,4,6,38,68,B4,Diesel,25,R82
0,0.06,7,6,48,50,B2,Regular,634,R53
0,0.52,8,0,57,50,B12,Diesel,18,R93
0,0.52,12,9,36,50,B12,Diesel,171,R82
0,0.91,4,14,34,50,B2,Regular,33,R72
0,0.12,8,0,44,52,B12,Diesel,6257,R11
0,0.5,6,5,72,50,B2,Diesel,53,R82
0,1.0,5,10,35,51,B2,Diesel,37,R24
0,1.0,6,4,47,50,B5,Diesel,178,R72
0,0.33,4,2,25,85,B12,Regular,327,R73
0,1.0,5,10,51,50,B5,Diesel,105,R24
0,0.06,7,14,35,51,B2,Diesel,150,R24
0,1.0,7,10,81,50,B1,Regular,17,R24
0,0.52,4,2,25,76,B12,Diesel,4456,R72
0,1.0,6,1,48,50,B3,Diesel,1753,R82
0,0.28,5,1,69,50,B12,Regular,538,R53
0,0.48,7,10,46,50,B5,Diesel,541,R53
0,1.0,7,10,70,50,B2,Regular,1127,R24
0,1.0,5,3,46,50,B1,Diesel,73,R24
0,0.37,7,15,34,85,B1,Diesel,4059,R23
0,0.2,8,14,41,56,B1,Diesel,1323,R82
0,0.36,10,7,40,50,B12,Regular,3293,R26
0,0.22,6,15,51,50,B2,Regular,88,R24
0,0.49,9,7,62,50,B12,Regular,60,R91
0,0.94,4,15,62,50,B2,Regular,99,R91
0,1.0,7,8,47,50,B2,Regular,481,R93
1,0.49,4,10,22,125,B2,Regular,25,R24
0,0.04,6,6,75,50,B6,Regular,1541,R91
0,0.08,5,18,32,68,B2,Diesel,1326,R93
0,0.44,4,11,19,100,B2,Regular,405,R24
0,1.0,5,4,71,50,B1,Regular,152,R53
0,0.19,6,0,49,50,B2,Diesel,37,R24
0,1.0,4,15,59,50,B2,Regular,252,R24
0,0.24,5,2,50,50,B2,Diesel,17,R24
0,0.32,5,1,46,50,B12,Diesel,406,R31
0,0.46,9,12,53,50,B10,Diesel,3021,R53
0,0.14,6,9,34,60,B1,Diesel,405,R24
0,0.28,7,3,79,50,B12,Diesel,57,R24
0,0.05,8,0,72,50,B12,Diesel,25,R11
0,0.71,5,1,72,50,B12,Diesel,2019,R11
0,0.75,5,6,53,50,B1,Diesel,138,R24
2,0.45,15,0,57,50,B12,Regular,27000,R11
1,0.51,4,7,42,57,B1,Regular,359,R53
0,0.01,6,8,47,50,B1,Diesel,25,R54
0,0.53,5,6,32,95,B3,Diesel,1313,R24
0,0.39,7,1,46,72,B12,Regular,194,R11
0,0.72,8,14,49,50,B13,Diesel,772,R52
0,0.93,5,16,53,55,B2,Diesel,15,R26
0,0.43,5,3,19,90,B1,Regular,2715,R93
0,0.36,5,1,29,90,B2,Diesel,563,R52
0,0.62,7,3,49,50,B12,Diesel,1326,R93
0,0.25,6,2,26,80,B1,Diesel,70,R91
0,0.28,9,18,50,50,B3,Regular,126,R82
0,1.0,5,10,39,64,B2,Diesel,159,R72
0,0.09,4,0,48,50,B12,Diesel,3159,R31
0,1.0,6,10,69,50,B2,Diesel,53,R24
0,0.3,5,5,24,95,B1,Regular,82,R25
0,1.0,7,12,26,90,B11,Diesel,408,R24
0,1.0,7,6,50,50,B1,Diesel,44,R24
0,0.8,4,15,44,85,B1,Regular,37,R53
0,0.61,5,4,23,100,B12,Regular,721,R93
0,0.49,4,4,54,50,B4,Diesel,58,R82
1,0.09,4,0,37,68,B12,Regular,48,R72
0,0.08,4,10,21,100,B2,Diesel,5460,R11
0,0.64,7,6,63,50,B3,Regular,39,R24
0,0.46,4,1,30,76,B12,Regular,465,R82
0,0.1,4,2,47,50,B3,Diesel,3834,R11
0,0.36,7,10,51,50,B2,Regular,675,R91
1,1.0,6,2,47,50,B2,Diesel,222,R24
0,0.11,6,4,82,50,B12,Regular,4348,R72
0,1.0,6,16,44,50,B4,Regular,16,R24
0,0.04,10,9,26,72,B5,Diesel,826,R54
0,1.0,4,15,56,50,B1,Diesel,229,R53
0,0.46,10,2,53,50,B12,Regular,3859,R11
0,0.54,7,0,56,50,B2,Regular,2983,R31
0,0.45,7,5,46,54,B12,Regular,3023,R11
0,0.01,8,0,44,54,B2,Regular,27,R94
0,0.24,5,6,40,50,B3,Diesel,176,R24
1,0.24,7,2,61,50,B1,Regular,270,R24
1,0.15,6,1,54,50,B12,Diesel,168,R82
0,0.87,8,0,58,80,B12,Diesel,138,R91
0,0.54,6,6,33,57,B2,Diesel,27000,R11
0,1.0,7,10,37,80,B2,Regular,886,R54
0,1.0,6,2,53,50,B10,Diesel,2252,R82
0,0.06,10,1,34,72,B12,Regular,131,R11
0,0.03,15,3,65,50,B12,Regular,85,R93
0,0.42,8,16,51,50,B2,Diesel,741,R24
0,1.0,6,6,46,106,B3,Diesel,21,R54
0,0.49,8,1,52,50,B12,Diesel,1210,R82
0,0.24,5,8,31,68,B3,Diesel,49,R24
0,0.26,4,2,37,50,B12,Diesel,157,R72
0,0.29,7,1,52,50,B12,Regular,56,R82
0,0.55,10,11,44,50,B4,Regular,112,R93
0,1.0,6,15,61,50,B1,Regular,176,R24
0,1.0,7,5,56,50,B1,Regular,1191,R11
0,0.39,5,3,62,62,B1,Diesel,1314,R24
0,0.08,7,6,28,80,B10,Diesel,87,R91
0,1.0,6,13,48,50,B1,Diesel,71,R24
0,1.0,11,11,38,55,B13,Regular,37,R52
0,0.64,5,3,53,50,B6,Diesel,4348,R72
0,0.08,6,16,38,51,B6,Regular,63,R54
0,0.27,5,6,39,76,B1,Diesel,2044,R24
0,1.0,5,9,31,50,B2,Diesel,23,R72
0,0.0027397260273972,4,7,45,50,B1,Regular,3317,R93
0,0.07,4,0,42,50,B12,Regular,27000,R11
0,1.0,4,19,41,95,B2,Regular,29,R24
0,0.96,4,3,32,67,B12,Regular,17,R94
0,0.03,5,2,53,50,B12,Regular,3023,R11
0,0.12,6,2,62,50,B12,Regular,721,R93
0,0.96,5,1,42,50,B12,Regular,301,R93
0,1.0,7,14,38,54,B2,Diesel,5449,R82
0,0.97,4,10,27,72,B1,Diesel,33,R24
0,1.0,4,12,52,50,B5,Regular,99,R24
0,1.0,7,19,37,50,B1,Diesel,85,R54
0,0.5,7,2,50,54,B3,Diesel,3317,R93
1,0.95,5,12,25,95,B2,Diesel,1313,R24
0,0.33,4,3,34,80,B12,Diesel,2446,R93
0,0.08,7,2,27,80,B1,Regular,4059,R23
0,1.0,9,19,51,54,B11,Regular,19,R24
0,1.0,4,10,45,50,B2,Regular,354,R52
0,0.55,6,3,63,50,B12,Regular,3301,R73
0,0.55,7,0,34,50,B5,Diesel,18,R26
0,0.17,6,3,45,50,B14,Regular,23,R74
0,0.33,4,1,47,50,B1,Regular,140,R24
0,0.58,5,5,20,90,B2,Regular,1408,R52
0,1.0,4,7,41,50,B2,Regular,2044,R24
0,0.08,7,12,41,50,B2,Regular,247,R53
0,0.08,9,2,59,50,B12,Regular,645,R91
0,0.66,4,3,31,50,B11,Diesel,283,R25
0,1.0,7,16,50,50,B2,Regular,213,R74
0,0.85,6,3,59,50,B1,Diesel,44,R23
0,0.49,6,5,46,62,B6,Regular,22,R26
0,0.11,5,8,37,57,B1,Regular,4762,R93
0,0.04,7,6,38,95,B6,Regular,670,R82
0,1.0,5,11,68,50,B1,Regular,287,R53
0,0.79,5,1,24,90,B5,Regular,129,R41
0,0.09,8,0,33,80,B12,Regular,6944,R11
0,0.71,4,3,59,54,B12,Diesel,58,R72
1,1.0,7,11,47,50,B5,Diesel,380,R82
0,0.63,6,3,46,50,B1,Diesel,229,R53
0,0.15,11,5,48,50,B12,Regular,3430,R93
0,1.0,9,2,54,50,B12,Diesel,2715,R24
0,1.0,7,16,32,51,B2,Diesel,298,R24
0,1.0,5,7,40,50,B1,Regular,634,R53
0,1.0,8,5,50,50,B13,Diesel,67,R24
0,0.48,7,13,42,76,B2,Regular,27000,R11
0,1.0,6,14,55,50,B5,Regular,1601,R41
1,0.02,5,20,57,50,B1,Diesel,722,R53
0,0.33,6,6,32,50,B1,Regular,335,R24
0,0.21,6,15,48,50,B1,Regular,3852,R11
0,0.81,4,13,26,80,B6,Regular,4087,R53
0,0.61,8,1,29,100,B5,Diesel,14,R24
0,0.39,10,23,56,50,B10,Diesel,178,R72
0,0.28,10,8,48,50,B12,Regular,56,R11
0,0.07,7,6,34,72,B1,Regular,219,R91
0,0.05,6,4,41,58,B12,Regular,152,R82
0,1.0,7,6,70,50,B2,Diesel,91,R24
0,0.83,6,11,54,90,B2,Diesel,27,R24
0,0.78,7,7,70,50,B2,Regular,425,R24
0,0.93,7,10,36,51,B6,Regular,157,R11
0,0.39,7,13,44,68,B1,Regular,1408,R52
0,1.0,4,11,29,69,B1,Diesel,1379,R21
0,0.38,4,8,44,50,B2,Regular,2019,R11
0,1.0,6,2,37,50,B1,Regular,394,R24
0,0.5,4,14,41,83,B3,Regular,842,R31
0,0.68,8,13,44,58,B12,Regular,1326,R93
0,0.5,5,8,33,60,B1,Regular,428,R31
0,1.0,7,15,60,50,B5,Regular,298,R24
0,1.0,5,8,50,50,B2,Diesel,391,R82
0,0.11,7,8,46,50,B11,Diesel,76,R24
1,0.37,6,10,42,50,B3,Diesel,1468,R31
0,1.0,5,1,59,53,B1,Regular,50,R24
0,0.43,7,1,38,50,B12,Diesel,4253,R72
0,0.51,7,1,54,50,B12,Regular,188,R11
0,0.45,4,3,49,55,B12,Regular,4762,R93
0,1.0,5,4,51,50,B2,Diesel,125,R53
0,0.54,6,3,34,50,B12,Regular,77,R43
0,0.45,6,2,27,60,B3,Diesel,78,R24
0,1.0,9,4,69,50,B1,Regular,800,R72
0,0.1,4,2,58,50,B12,Regular,722,R53
0,0.41,5,3,21,85,B2,Diesel,24,R24
0,0.66,4,6,47,50,B14,Regular,541,R53
0,1.0,5,2,42,50,B6,Regular,2044,R24
0,0.18,9,4,42,50,B10,Diesel,23,R24
0,0.74,7,12,55,50,B11,Diesel,45,R24
0,0.4,15,0,50,50,B10,Regular,227,R54
0,0.46,9,11,47,50,B11,Regular,374,R93
0,1.0,6,15,43,50,B2,Diesel,169,R82
0,0.1,4,4,64,57,B2,Regular,2694,R54
0,0.57,4,15,42,50,B6,Regular,269,R73
0,0.24,4,2,67,50,B2,Regular,3301,R73
0,0.08,8,1,30,90,B2,Regular,1715,R72
0,0.07,6,6,41,50,B3,Diesel,1482,R82
0,0.06,4,1,36,80,B12,Diesel,82,R26
1,0.37,6,8,36,112,B3,Diesel,1482,R82
0,1.0,6,6,43,50,B1,Diesel,405,R24
0,0.16,5,12,75,50,B5,Diesel,38,R24
0,1.0,4,17,60,50,B1,Regular,522,R52
0,1.0,7,7,54,50,B1,Diesel,726,R91
0,0.08,6,11,20,100,B3,Diesel,4128,R52
0,0.08,7,6,50,50,B2,Regular,18,R91
0,0.24,7,4,32,50,B1,Diesel,405,R24
0,0.07,4,10,26,80,B4,Diesel,269,R91
1,0.18,4,13,40,62,B2,Regular,64,R24
0,1.0,7,5,54,50,B1,Diesel,229,R53
0,0.22,7,9,37,100,B1,Regular,301,R73
0,0.47,6,2,53,50,B12,Diesel,92,R26
0,0.08,4,14,27,85,B3,Diesel,3866,R24
0,1.0,4,9,29,50,B2,Regular,17,R24
0,0.71,5,2,57,50,B3,Diesel,71,R11
0,1.0,6,1,48,60,B1,Diesel,14,R24
0,0.44,6,2,20,50,B13,Diesel,3866,R24
0,1.0,7,12,40,50,B6,Regular,473,R53
0,0.25,6,7,60,50,B1,Diesel,84,R24
1,0.86,4,16,79,58,B1,Regular,1182,R82
0,0.15,7,9,64,50,B12,Regular,66,R82
0,0.96,11,7,40,50,B2,Regular,2446,R93
0,0.46,8,8,44,50,B3,Diesel,95,R52
0,1.0,7,17,72,50,B3,Regular,105,R24
0,0.49,6,5,68,50,B2,Regular,110,R24
0,0.49,4,3,59,50,B12,Regular,722,R53
0,1.0,8,12,45,50,B10,Diesel,2120,R73
0,0.02,6,0,69,50,B10,Diesel,202,R72
0,0.03,10,20,64,50,B10,Regular,39,R11
0,0.58,5,2,48,50,B12,Regular,160,R26
0,0.42,4,16,37,50,B2,Regular,4762,R93
0,1.0,7,6,33,50,B5,Diesel,208,R52
1,0.02,4,0,45,61,B12,Regular,175,R53
0,0.41,4,1,36,60,B12,Regular,9307,R82
0,0.07,4,4,56,50,B1,Regular,824,R91
0,0.17,5,0,40,54,B2,Diesel,3341,R11
0,0.96,5,1,49,52,B12,Regular,368,R82
0,0.53,7,16,39,76,B1,Regular,51,R24
0,0.07,8,19,43,58,B5,Regular,837,R53
0,0.37,5,4,51,50,B12,Regular,57,R82
0,0.16,5,10,32,57,B3,Diesel,165,R53
0,0.47,6,11,21,125,B3,Regular,65,R91
1,0.48,7,5,63,100,B1,Regular,1054,R24
0,0.5,7,2,61,50,B2,Regular,824,R91
0,0.47,7,5,45,60,B4,Diesel,2103,R25
0,0.38,11,0,46,52,B12,Diesel,51,R91
0,1.0,4,13,60,50,B1,Regular,60,R24
0,1.0,5,1,41,50,B2,Diesel,1182,R82
0,0.19,6,11,20,95,B3,Regular,614,R24
0,1.0,6,10,38,51,B1,Diesel,1064,R24
0,0.5,7,18,50,50,B5,Regular,405,R24
0,0.8,5,13,26,68,B3,Diesel,857,R82
0,0.3,8,4,33,85,B10,Diesel,3317,R93
0,0.62,4,5,33,76,B12,Regular,15386,R11
0,0.5,7,8,56,50,B2,Regular,66,R24
0,0.19,9,4,45,80,B2,Regular,9307,R82
0,0.46,5,2,39,50,B3,Regular,143,R53
0,0.56,7,1,40,57,B12,Regular,27000,R11
0,1.0,8,17,50,50,B1,Regular,179,R54
0,0.47,5,2,47,50,B4,Diesel,60,R93
0,0.08,9,6,54,50,B10,Regular,431,R53
0,0.43,6,0,40,77,B12,Diesel,824,R91
0,0.62,7,3,73,50,B12,Regular,3317,R93
0,0.5,9,5,66,50,B3,Regular,27000,R11
0,0.65,5,1,21,112,B2,Diesel,137,R93
0,0.67,11,2,55,50,B12,Diesel,23,R41
0,0.5,6,7,22,125,B2,Regular,133,R31
0,0.16,7,4,32,76,B6,Regular,144,R52
0,0.83,6,7,66,55,B1,Regular,4116,R24
0,0.23,6,8,33,60,B2,Diesel,59,R24
0,1.0,5,8,43,60,B1,Diesel,135,R82
0,0.15,6,1,37,72,B12,Diesel,53,R53
0,0.07,4,1,34,50,B1,Regular,1210,R82
0,0.24,7,1,46,50,B12,Diesel,12,R72
0,0.07,6,6,30,90,B1,Diesel,1943,R24
0,0.87,7,1,65,50,B12,Diesel,1229,R31
0,1.0,4,7,64,57,B2,Regular,831,R54
0,0.75,4,1,60,72,B1,Regular,4436,R25
0,0.41,7,1,33,64,B12,Regular,3457,R82
0,1.0,5,12,80,50,B5,Diesel,51,R24
0,0.08,6,0,22,90,B12,Regular,793,R11
0,0.08,5,11,47,50,B2,Diesel,2906,R72
0,0.08,5,17,53,50,B1,Regular,1232,R93
0,0.17,6,0,46,50,B2,Diesel,66,R52
0,0.24,8,1,28,60,B2,Regular,1326,R93
0,0.16,9,13,36,50,B3,Regular,1403,R93
0,1.0,8,5,48,50,B3,Diesel,32,R24
1,0.98,11,2,43,50,B11,Diesel,581,R82
0,0.11,5,5,35,67,B12,Regular,5053,R11
0,0.32,4,2,53,50,B12,Regular,3317,R93
0,0.11,8,3,31,57,B12,Diesel,721,R93
0,0.66,6,7,24,80,B6,Diesel,831,R54
0,0.96,4,2,39,50,B14,Regular,298,R82
0,1.0,6,8,55,50,B3,Regular,101,R24
0,0.65,6,15,21,95,B1,Diesel,88,R24
0,0.75,6,9,42,50,B2,Diesel,16,R24
0,0.1,7,0,52,50,B12,Diesel,652,R31
0,0.49,7,7,63,76,B2,Regular,2715,R24
0,0.68,10,7,26,90,B5,Diesel,581,R24
0,0.2,4,15,44,100,B1,Regular,37,R53
0,0.44,4,0,33,59,B12,Diesel,22,R41
0,1.0,6,10,29,51,B1,Regular,15,R24
0,1.0,7,11,50,50,B11,Diesel,213,R74
0,1.0,4,3,63,50,B2,Diesel,144,R52
0,0.02,7,3,51,50,B12,Diesel,631,R93
0,0.08,5,2,34,50,B1,Diesel,252,R24
0,0.08,7,10,25,80,B2,Diesel,1823,R31
0,0.6,6,15,52,85,B3,Diesel,9307,R82
0,0.75,10,14,31,64,B5,Diesel,213,R74
0,0.54,5,1,25,100,B12,Regular,111,R22
0,0.52,5,0,52,50,B12,Regular,1253,R73
0,1.0,4,7,53,50,B4,Diesel,1466,R31
0,0.43,11,0,65,53,B12,Regular,5539,R11
0,0.08,5,1,30,54,B1,Diesel,128,R31
0,0.8,4,6,41,50,B4,Diesel,1893,R82
0,0.1,6,8,37,100,B1,Regular,930,R22
0,0.54,10,8,41,50,B13,Diesel,9307,R82
0,0.32,4,2,36,50,B1,Regular,10156,R11
0,0.86,6,2,46,50,B12,Diesel,2311,R11
0,0.72,9,4,47,58,B2,Regular,2658,R82
0,0.87,4,3,49,50,B12,Regular,3708,R26
0,0.81,4,3,47,50,B1,Regular,354,R52
0,0.94,10,9,43,68,B2,Diesel,657,R54
1,0.87,4,1,54,50,B12,Regular,1326,R93
0,0.07,5,11,54,58,B5,Diesel,30,R93
0,0.61,6,10,68,50,B2,Diesel,27,R24
0,0.09,6,5,35,51,B12,Diesel,22,R73
0,1.0,4,2,55,50,B4,Regular,200,R72
0,1.0,6,4,62,50,B2,Diesel,45,R24
0,1.0,6,5,33,50,B2,Diesel,48,R24
0,0.58,6,9,62,64,B1,Diesel,182,R24
0,0.61,7,15,45,50,B1,Regular,1601,R41
1,1.0,5,18,34,71,B5,Diesel,111,R24
0,0.36,7,1,27,68,B12,Diesel,6902,R41
0,0.03,7,17,31,100,B2,Regular,30,R24
0,0.76,6,7,56,50,B5,Regular,25,R54
0,0.6,6,14,81,50,B2,Diesel,741,R24
0,0.08,6,6,47,62,B6,Regular,22,R26
0,1.0,5,10,47,54,B5,Diesel,374,R93
0,0.6,7,12,43,85,B11,Diesel,2411,R11
0,0.19,5,5,26,76,B5,Regular,458,R93
1,0.87,5,0,55,50,B12,Regular,7634,R11
0,0.71,11,4,80,121,B12,Diesel,3317,R93
0,0.33,6,2,56,50,B2,Diesel,13,R24
1,1.0,5,8,54,50,B1,Regular,238,R72
0,0.25,5,5,43,80,B5,Regular,2044,R24
0,0.39,7,14,59,64,B2,Regular,14,R24
0,0.72,5,1,58,50,B12,Regular,763,R11
0,0.49,11,11,41,50,B12,Regular,12,R24
0,0.04,6,8,24,68,B6,Diesel,1309,R72
0,0.16,6,2,47,50,B1,Diesel,8,R26
0,0.08,7,5,33,50,B5,Diesel,3301,R73
0,0.47,4,0,35,52,B12,Regular,30,R53
0,0.01,8,3,53,76,B12,Diesel,721,R93
0,0.95,7,1,63,50,B12,Regular,4348,R72
0,0.54,5,0,39,100,B12,Regular,6485,R11
0,1.0,6,4,63,50,B2,Regular,1313,R24
0,0.33,6,13,58,50,B2,Diesel,44,R24
0,0.35,8,5,24,100,B2,Regular,3214,R83
0,1.0,4,17,50,64,B1,Regular,326,R31
0,0.07,5,6,34,50,B1,Diesel,2258,R25
0,0.5,5,1,31,64,B3,Diesel,2472,R82
0,0.7,6,10,34,50,B3,Diesel,384,R23
1,0.41,7,11,56,64,B1,Regular,286,R24
0,0.04,6,8,30,50,B2,Diesel,282,R24
0,0.58,7,15,72,50,B1,Regular,2377,R82
0,1.0,6,7,48,50,B1,Diesel,29,R24
0,1.0,4,2,52,50,B3,Diesel,308,R24
0,0.41,5,0,23,90,B2,Diesel,320,R82
0,0.99,6,15,55,50,B2,Regular,109,R24
0,0.05,5,7,25,100,B4,Diesel,4024,R31
1,0.66,5,9,50,50,B3,Regular,298,R82
1,0.74,4,1,39,76,B12,Diesel,3317,R93
0,0.5,7,0,73,50,B1,Regular,983,R52
0,0.38,4,15,45,75,B1,Regular,51,R24
0,0.08,6,0,32,68,B1,Diesel,244,R82
0,0.04,7,3,53,72,B1,Regular,1602,R53
0,0.26,5,12,59,50,B2,Diesel,14,R74
